ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,TotalSpent,TotalPurchases,AvgPurchaseValue,Age,CustomerTenure,HasKids,WebVisitToPurchaseRatio,PremiumProductRatio,CampaignScore,Cluster,Segment
1857,1952,Graduation,Single,47139.0,1,1,06-03-2014,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,83,7,11.857142857142858,62,300,1,3.5,0.6987951807228916,0,0,High Engagement
3910,1975,Graduation,Divorced,83829.0,0,0,08-10-2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,1862,17,109.52941176470588,39,449,0,0.25,0.7126745435016112,3,1,Low Engagement
5207,1963,PhD,Married,53378.0,1,1,24-09-2012,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,793,29,27.344827586206897,51,828,1,0.8888888888888888,0.8083228247162674,0,2,Medium Engagement
11114,1970,Graduation,Together,19656.0,1,0,08-02-2013,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,84,9,9.333333333333334,44,691,1,3.5,0.40476190476190477,0,0,High Engagement
5429,1948,PhD,Married,45579.0,0,1,20-08-2013,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,183,10,18.3,66,498,1,1.5,0.9726775956284153,0,2,Medium Engagement
9400,1958,2n Cycle,Single,85485.0,0,0,21-06-2014,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,1383,19,72.78947368421052,56,193,0,0.3333333333333333,0.8973246565437455,0,2,Medium Engagement
1740,1944,Graduation,Married,55956.0,0,0,07-04-2014,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,999,16,62.4375,70,268,0,0.5714285714285714,0.8648648648648649,1,2,Medium Engagement
7488,1963,Master,Single,64191.0,0,1,22-01-2013,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,825,24,34.375,51,708,1,0.6,0.7345454545454545,0,2,Medium Engagement
195,1972,Graduation,Single,38808.0,1,0,26-08-2012,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,246,14,17.571428571428573,42,857,1,1.6,0.7195121951219512,1,0,High Engagement
635,1966,Master,Married,57183.0,1,1,19-03-2013,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,610,25,24.4,48,652,1,0.8888888888888888,0.8655737704918033,0,2,Medium Engagement
7527,1968,Master,Divorced,23748.0,1,0,21-11-2012,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,76,9,8.444444444444445,46,770,1,4.0,0.4605263157894737,0,0,High Engagement
10319,1971,Graduation,Married,66303.0,0,1,26-02-2013,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,1286,22,58.45454545454545,43,673,1,2.6666666666666665,0.9222395023328149,1,2,Medium Engagement
2296,1975,Master,Married,37368.0,1,0,16-12-2013,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,30,4,7.5,39,380,1,6.0,0.4666666666666667,1,0,High Engagement
10637,1964,Graduation,Married,40800.0,1,2,01-01-2013,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,99,8,12.375,50,729,1,2.3333333333333335,0.5151515151515151,0,0,High Engagement
2931,1978,Graduation,Divorced,71847.0,0,0,21-09-2012,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,1192,22,54.18181818181818,36,831,0,0.5,0.7072147651006712,1,1,Low Engagement
907,1975,Graduation,Married,46149.0,0,1,29-11-2013,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,362,18,20.11111111111111,39,397,1,1.0,0.8977900552486188,0,2,Medium Engagement
3698,1983,Graduation,Together,78687.0,0,0,09-08-2012,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,2130,19,112.10526315789474,31,874,0,0.5,0.7061032863849765,1,1,Low Engagement
9516,1971,2n Cycle,Divorced,49118.0,0,0,18-08-2012,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,1229,28,43.892857142857146,43,865,0,0.7777777777777778,0.6989422294548413,2,1,Low Engagement
679,1957,PhD,Married,37633.0,1,1,20-09-2012,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,38,6,6.333333333333333,57,832,1,9.0,0.868421052631579,0,0,High Engagement
7384,1951,Master,Together,39767.0,0,0,21-07-2013,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,485,17,28.529411764705884,63,528,0,1.1428571428571428,0.6536082474226804,0,2,Medium Engagement
5043,1951,Basic,Married,26997.0,0,0,05-11-2012,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,434,13,33.38461538461539,63,786,0,1.75,0.195852534562212,0,0,High Engagement
5267,1970,Graduation,Divorced,33986.0,1,0,14-03-2013,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,44,5,8.8,44,657,1,7.0,0.7727272727272727,0,0,High Engagement
339,1972,PhD,Married,57091.0,0,1,23-11-2012,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,496,18,27.555555555555557,42,768,1,0.7777777777777778,0.9798387096774194,1,2,Medium Engagement
2516,1969,2n Cycle,Married,46831.0,1,1,08-06-2013,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,78,7,11.142857142857142,45,571,1,4.0,0.41025641025641024,0,0,High Engagement
9010,1972,Master,Married,83151.0,0,0,10-02-2013,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,2346,23,102.0,42,689,0,0.4,0.7715260017050298,3,1,Low Engagement
378,1971,Graduation,Married,52531.0,0,0,30-12-2012,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,794,21,37.80952380952381,43,731,0,0.8571428571428571,0.5465994962216625,0,2,Medium Engagement
4808,1956,Graduation,Married,15759.0,0,0,05-09-2013,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,17,4,4.25,58,482,0,7.0,0.35294117647058826,0,0,High Engagement
5068,1971,Graduation,Single,22804.0,1,0,31-07-2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,26,5,5.2,43,518,1,4.5,0.8076923076923077,0,0,High Engagement
7628,1973,2n Cycle,Married,43050.0,1,0,18-03-2014,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,76,8,9.5,41,288,1,2.5,0.7105263157894737,0,0,High Engagement
7128,1977,PhD,Single,42997.0,1,1,07-12-2013,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,15,4,3.75,37,389,1,7.0,0.6,0,0,High Engagement
2811,1963,PhD,Single,48918.0,1,1,12-04-2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,62,7,8.857142857142858,51,263,1,4.0,0.9838709677419355,0,0,High Engagement
3551,1954,Master,Together,60033.0,0,1,29-03-2014,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,198,10,19.8,60,277,1,1.0,0.601010101010101,0,2,Medium Engagement
1663,1978,PhD,Together,34043.0,1,0,25-10-2013,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,49,5,9.8,36,432,1,4.5,0.6938775510204082,0,0,High Engagement
5543,1966,Graduation,Together,57811.0,0,1,24-06-2013,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,802,25,32.08,48,555,1,0.7142857142857143,0.8216957605985037,1,2,Medium Engagement
1577,1946,Graduation,Married,78569.0,0,0,19-02-2014,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,1736,15,115.73333333333333,68,315,0,0.25,0.6797235023041475,1,1,Low Engagement
10641,1978,Graduation,Single,7500.0,1,1,27-12-2012,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,57,10,5.7,36,734,1,3.0,0.17543859649122806,0,0,High Engagement
5336,1971,Master,Together,157733.0,1,0,04-06-2013,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,59,2,29.5,43,575,1,1.0,0.8135593220338984,0,0,High Engagement
6024,1953,Graduation,Together,94384.0,0,0,04-03-2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,2302,18,127.88888888888889,61,667,0,0.4,0.8258036490008688,3,1,Low Engagement
1878,1985,2n Cycle,Married,23148.0,0,0,18-02-2014,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,37,6,6.166666666666667,29,316,0,3.5,0.32432432432432434,0,0,High Engagement
3099,1970,Graduation,Divorced,44267.0,1,1,25-02-2013,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,310,16,19.375,44,674,1,1.8,0.8,0,0,High Engagement
6055,1979,Graduation,Married,71626.0,0,0,01-11-2012,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,1305,19,68.6842105263158,35,790,0,0.6,0.7065134099616859,1,1,Low Engagement
5841,1966,Graduation,Together,60894.0,0,1,28-06-2013,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,832,26,32.0,48,551,1,0.7,0.9146634615384616,0,2,Medium Engagement
3972,1976,Graduation,Together,50200.0,1,1,03-04-2013,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,401,19,21.105263157894736,38,637,1,1.1428571428571428,0.7905236907730673,0,2,Medium Engagement
4394,1965,PhD,Married,81051.0,0,0,23-05-2014,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,1501,23,65.26086956521739,49,222,0,0.4,0.9267155229846769,2,1,Low Engagement
5758,1982,Graduation,Married,65169.0,0,0,14-01-2014,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,1189,28,42.464285714285715,32,351,0,0.6,0.9613120269133726,4,1,Low Engagement
6658,1972,Graduation,Together,59868.0,0,1,22-07-2013,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,1194,32,37.3125,42,527,1,0.5454545454545454,0.7747068676716918,0,2,Medium Engagement
4603,1960,PhD,Married,65695.0,0,1,31-01-2014,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,656,21,31.238095238095237,54,334,1,0.8,0.8536585365853658,0,2,Medium Engagement
8427,1956,Master,Single,64857.0,0,0,23-11-2012,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,1540,23,66.95652173913044,58,768,0,0.5714285714285714,0.8266233766233766,0,2,Medium Engagement
10260,1965,Master,Together,45143.0,0,1,26-08-2013,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,311,15,20.733333333333334,49,492,1,1.1666666666666667,0.887459807073955,0,2,Medium Engagement
7143,1955,2n Cycle,Together,74805.0,0,1,06-11-2013,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,820,26,31.53846153846154,59,420,1,0.5,0.5097560975609756,0,2,Medium Engagement
8789,1989,2n Cycle,Married,59060.0,1,0,11-01-2014,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,274,14,19.571428571428573,25,354,1,1.3333333333333333,0.5328467153284672,0,0,High Engagement
6197,1962,PhD,Single,27238.0,1,1,20-04-2013,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,57,9,6.333333333333333,52,620,1,3.0,0.9473684210526315,0,0,High Engagement
4554,1965,Graduation,Together,47009.0,0,1,01-10-2013,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,448,17,26.352941176470587,49,456,1,1.3333333333333333,0.5446428571428571,0,2,Medium Engagement
4937,1973,2n Cycle,Married,46094.0,1,1,10-06-2014,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,44,5,8.8,41,204,1,7.0,0.7272727272727273,0,0,High Engagement
1920,1972,Graduation,Married,40321.0,1,1,29-07-2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,102,8,12.75,42,520,1,2.3333333333333335,0.6372549019607843,0,0,High Engagement
8749,1984,Graduation,Together,37235.0,1,0,01-02-2014,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,61,5,12.2,30,333,1,4.0,0.47540983606557374,0,0,High Engagement
1650,1960,Master,Married,81843.0,0,0,22-04-2013,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,1643,27,60.851851851851855,54,618,0,0.6,0.8009738283627511,0,2,Medium Engagement
10377,1958,Master,Together,46692.0,0,1,06-06-2013,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,397,15,26.466666666666665,56,573,1,1.0,0.672544080604534,0,2,Medium Engagement
9206,1968,Graduation,Together,77382.0,0,1,07-01-2014,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,1121,26,43.11538461538461,46,358,1,0.2,0.6440677966101694,1,1,Low Engagement
10971,1977,Graduation,Single,37774.0,2,0,03-09-2012,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,473,16,29.5625,37,849,1,1.2857142857142858,0.5919661733615222,1,0,High Engagement
6398,1974,Basic,Married,18393.0,1,0,29-03-2014,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,50,8,6.25,40,277,1,2.6666666666666665,0.4,0,0,High Engagement
9212,1962,Master,Married,72828.0,0,1,14-02-2013,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,1678,28,59.92857142857143,52,685,1,1.1666666666666667,0.8581644815256257,0,2,Medium Engagement
7937,1982,Graduation,Married,24711.0,0,0,18-04-2014,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,58,7,8.285714285714286,32,257,0,2.3333333333333335,0.603448275862069,0,0,High Engagement
839,1975,PhD,Married,45503.0,1,0,25-09-2013,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,170,9,18.88888888888889,39,462,1,1.6666666666666667,0.8294117647058824,0,0,High Engagement
4246,1982,Master,Single,6560.0,0,0,12-12-2013,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,373,2,186.5,32,384,0,17.0,0.24932975871313673,0,0,High Engagement
158,1945,PhD,Together,71604.0,0,0,17-11-2013,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,1196,17,70.3529411764706,69,409,0,0.5,0.729933110367893,1,2,Medium Engagement
4832,1979,Graduation,Married,27244.0,1,0,07-03-2014,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,101,8,12.625,35,299,1,3.5,0.22772277227722773,0,0,High Engagement
5621,1969,Graduation,Married,48752.0,1,1,12-12-2012,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,316,17,18.58823529411765,45,749,1,1.5,0.5474683544303798,0,0,High Engagement
1945,1962,Graduation,Married,71434.0,0,1,18-09-2013,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,1400,21,66.66666666666667,52,469,1,0.5714285714285714,0.6628571428571428,2,1,Low Engagement
5147,1948,Graduation,Single,90842.0,0,0,29-07-2013,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,1424,27,52.74074074074074,66,520,0,0.25,0.6264044943820225,0,2,Medium Engagement
2535,1978,Master,Married,88097.0,1,0,18-08-2012,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,844,20,42.2,36,865,1,1.5,0.7618483412322274,3,1,Low Engagement
11039,1975,Graduation,Married,51948.0,0,1,17-09-2013,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,311,13,23.923076923076923,39,470,1,1.0,0.43729903536977494,0,0,High Engagement
9495,1982,Graduation,Together,71853.0,0,0,08-05-2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,1149,17,67.58823529411765,32,602,0,0.5,0.6710182767624021,0,2,Medium Engagement
9635,1983,Master,Married,35876.0,0,0,20-04-2014,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,129,8,16.125,31,255,0,2.0,0.8217054263565892,0,0,High Engagement
2173,1952,Graduation,Widow,40049.0,0,1,16-10-2013,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,32,5,6.4,62,441,1,6.0,0.625,0,0,High Engagement
942,1982,Graduation,Single,39660.0,1,0,08-08-2012,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,299,14,21.357142857142858,32,875,1,1.2857142857142858,0.725752508361204,0,0,High Engagement
9386,1962,Graduation,Together,50127.0,0,1,29-05-2014,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,320,13,24.615384615384617,52,216,1,1.2,0.921875,1,2,Medium Engagement
5510,1977,Master,Married,43263.0,0,1,21-11-2012,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,441,16,27.5625,37,770,1,1.0,0.7324263038548753,0,2,Medium Engagement
873,1949,Master,Married,62845.0,1,1,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,1178,28,42.07142857142857,65,821,1,2.6666666666666665,0.9711375212224108,1,2,Medium Engagement
2253,1990,Graduation,Married,18929.0,0,0,16-02-2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,85,6,14.166666666666666,24,683,0,6.0,0.47058823529411764,0,0,High Engagement
5181,1982,Basic,Single,24367.0,1,0,20-03-2013,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,24,4,6.0,32,651,1,9.0,0.16666666666666666,0,0,High Engagement
979,1975,Graduation,Single,33249.0,1,0,20-02-2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,112,8,14.0,39,679,1,3.0,0.24107142857142858,0,0,High Engagement
10390,1959,2n Cycle,Married,26887.0,0,1,10-02-2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,30,5,6.0,55,689,1,6.0,0.3333333333333333,0,0,High Engagement
4698,1983,PhD,Married,50150.0,0,0,20-06-2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,410,16,25.625,31,559,0,1.0,0.5536585365853659,0,2,Medium Engagement
7793,1976,Graduation,Together,62061.0,0,1,31-08-2013,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,800,24,33.333333333333336,38,487,1,0.6,0.90625,1,2,Medium Engagement
1745,1962,PhD,Divorced,85696.0,0,0,03-05-2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,1313,20,65.65,52,607,0,0.25,0.8446306169078446,0,2,Medium Engagement
10590,1956,PhD,Together,76542.0,0,0,30-03-2013,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,1483,23,64.47826086956522,58,641,0,0.5,0.9217801753202967,0,2,Medium Engagement
5080,1993,Graduation,Single,70515.0,0,0,21-10-2013,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,1258,17,74.0,21,436,0,0.3333333333333333,0.6931637519872814,0,2,Medium Engagement
8369,1987,Graduation,Together,18227.0,1,0,08-11-2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,28,4,7.0,27,783,1,8.0,0.2857142857142857,0,0,High Engagement
5232,1965,Graduation,Married,69139.0,0,1,27-01-2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,227,11,20.636363636363637,49,338,1,1.0,0.7092511013215859,0,2,Medium Engagement
2407,1982,Graduation,Married,69109.0,0,0,09-11-2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,1555,20,77.75,32,782,0,0.6666666666666666,0.8244372990353698,1,1,Low Engagement
3834,1962,Graduation,Single,69627.0,0,1,17-03-2013,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,861,23,37.43478260869565,52,654,1,0.625,0.5180023228803716,0,2,Medium Engagement
7912,1978,Graduation,Married,38136.0,1,0,22-04-2013,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,103,8,12.875,36,618,1,2.6666666666666665,0.33980582524271846,1,0,High Engagement
7712,1946,PhD,Single,62159.0,0,0,28-04-2014,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,634,19,33.36842105263158,68,247,0,0.6666666666666666,0.695583596214511,0,2,Medium Engagement
1065,1963,Graduation,Single,80695.0,0,0,29-12-2013,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,1918,19,100.94736842105263,51,367,0,0.4,0.8034410844629822,0,2,Medium Engagement
7275,1971,Master,Single,33316.0,1,1,04-10-2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,131,10,13.1,43,453,1,3.0,0.8396946564885496,0,0,High Engagement
1343,1968,Graduation,Together,58554.0,1,1,26-09-2012,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,586,22,26.636363636363637,46,826,1,0.875,0.7440273037542662,0,2,Medium Engagement
1384,1992,Basic,Married,17256.0,1,0,23-11-2013,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,62,7,8.857142857142858,22,403,1,4.0,0.3225806451612903,1,0,High Engagement
9967,1974,Graduation,Divorced,53034.0,1,1,30-05-2013,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,447,22,20.318181818181817,40,580,1,1.3333333333333333,0.796420581655481,0,2,Medium Engagement
6181,1950,2n Cycle,Together,52203.0,0,0,31-07-2012,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,939,27,34.77777777777778,64,883,0,0.75,0.7731629392971247,0,2,Medium Engagement
10507,1977,2n Cycle,Divorced,59601.0,0,1,25-07-2013,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,797,15,53.13333333333333,37,524,1,4.0,0.9535759096612296,1,2,Medium Engagement
2674,1958,Master,Single,75154.0,0,1,04-09-2012,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,1143,16,71.4375,56,848,1,0.5,0.6544181977252843,0,2,Medium Engagement
2698,1976,Graduation,Single,47025.0,0,1,07-11-2013,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,415,17,24.41176470588235,38,419,1,1.0,0.8722891566265061,0,2,Medium Engagement
3231,1973,Graduation,Married,37971.0,1,0,25-11-2013,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,30,5,6.0,41,401,1,8.0,0.5,0,0,High Engagement
4096,1968,Master,Divorced,41335.0,1,0,26-12-2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,187,12,15.583333333333334,46,370,1,1.75,0.7112299465240641,0,0,High Engagement
10476,1958,Graduation,Married,67267.0,0,1,13-05-2014,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0,251,11,22.818181818181817,56,232,1,0.6666666666666666,0.7689243027888446,0,2,Medium Engagement
5948,1975,Graduation,Single,57338.0,0,1,29-04-2014,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,0,237,12,19.75,39,246,1,1.25,0.8227848101265823,0,0,High Engagement
9140,1960,2n Cycle,Together,50523.0,1,1,25-12-2013,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,91,8,11.375,54,371,1,3.0,0.8241758241758241,0,0,High Engagement
10258,1965,Master,Single,35791.0,2,1,06-05-2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,35,6,5.833333333333333,49,604,1,8.0,0.9142857142857143,0,0,High Engagement
5675,1960,PhD,Divorced,50611.0,0,1,04-10-2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,493,22,22.40909090909091,54,818,1,1.5,0.9797160243407708,1,2,Medium Engagement
4743,1969,PhD,Married,56242.0,0,1,03-03-2013,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,3,11,0,971,28,34.67857142857143,45,668,1,0.75,0.8815653964984552,0,2,Medium Engagement
8805,1960,Graduation,Single,48904.0,0,1,02-12-2012,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,371,17,21.823529411764707,54,759,1,1.1428571428571428,0.8652291105121294,0,2,Medium Engagement
1542,1975,Graduation,Single,56243.0,1,2,30-12-2013,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,3,11,0,396,20,19.8,39,366,1,1.25,0.9646464646464646,0,2,Medium Engagement
6770,1985,Graduation,Married,21355.0,1,0,20-08-2013,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,68,7,9.714285714285714,29,498,1,3.0,0.27941176470588236,1,0,High Engagement
8773,1971,Master,Together,57420.0,0,1,25-06-2013,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,3,11,0,322,15,21.466666666666665,43,554,1,1.4,0.9254658385093167,1,2,Medium Engagement
10475,1970,Master,Together,,0,1,01-04-2013,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,3,11,0,317,14,22.642857142857142,44,639,1,1.25,0.7949526813880127,0,2,Medium Engagement
10420,1955,Master,Divorced,46390.0,0,1,05-05-2014,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,3,11,0,222,10,22.2,59,240,1,1.75,0.7162162162162162,0,0,High Engagement
7514,1956,2n Cycle,Together,54342.0,1,1,03-07-2013,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,3,11,0,177,12,14.75,58,546,1,2.0,0.6666666666666666,0,0,High Engagement
2902,1958,Graduation,Together,,1,1,03-09-2012,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,45,5,9.0,56,849,1,5.0,0.6888888888888889,0,0,High Engagement
4345,1964,2n Cycle,Single,,1,1,12-01-2014,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,21,4,5.25,50,353,1,7.0,0.6666666666666666,0,0,High Engagement
